player in MLB,G_MLB,PA_MLB,AB_MLB,R_MLB,H_MLB,2B_MLB,3B_MLB,HR_MLB,RBI_MLB,SB_MLB,CS_MLB,BB_MLB,SO_MLB,BA_MLB,OBP_MLB,SLG_MLB,OPS_MLB,TB_MLB,GDP_MLB,HBP_MLB,SH_MLB,SF_MLB,IBB_MLB,HitperABMLB,TwoBaseHitABMLB,ThreeBaseHitABMLB,HRperABMLB,StolenBasePercentageMLB,BaseOnBallPercentageMLB,StrikeoutPercentageMLB,player in NPB,G_NPB,PA_NPB,AB_NPB,R_NPB,H_NPB,2B_NPB,3B_NPB,HR_NPB,RBI_NPB,SB_NPB,CS_NPB,BB_NPB,SO_NPB,BA_NPB,OBP_NPB,SLG_NPB,OPS_NPB,TB_NPB,GDP_NPB,HBP_NPB,SH_NPB,SF_NPB,IBB_NPB,HitperABNPB,TwoBaseHitABNPB,ThreeBaseHitABNPB,HRperABNPB,StolenBasePercentageNPB,BaseOnBallPercentageNPB,StrikeoutPercentageNPB
Jeff Barry,104,245,217,25,53,18,0,5,28,0,4,22,48,0.244,0.314,0.396,0.711,86,4,2,0,4,1.0,0.24423963133640553,0.08294930875576037,0.0,0.02304147465437788,0.0,0.10138248847926268,0.22119815668202766,Jeff Barry,53,170,144,21,36,5,2,3,16,4,1,26,29,0.25,0.365,0.375,0.74,54,5,0,0,0,0.0,0.25,0.034722222222222224,0.013888888888888888,0.020833333333333332,0.0017196904557179708,0.18055555555555555,0.2013888888888889
Frank Bolick,116,298,258,28,52,15,0,5,26,1,0,34,45,0.20199999999999999,0.302,0.318,0.62,82,5,4,0,2,2.0,0.20155038759689922,0.05813953488372093,0.0,0.01937984496124031,0.0002630194634402946,0.13178294573643412,0.1744186046511628,Frank Bolick,424,1764,1443,238,384,90,4,92,288,5,2,297,341,0.266,0.392,0.525,0.9179999999999999,758,47,11,0,13,14.0,0.2661122661122661,0.062370062370062374,0.002772002772002772,0.06375606375606375,0.0021496130696474634,0.20582120582120583,0.2363132363132363
Brian Banks,273,569,495,65,122,19,3,13,64,8,3,62,129,0.24600000000000002,0.33,0.376,0.706,186,7,2,5,5,6.0,0.24646464646464647,0.03838383838383838,0.006060606060606061,0.026262626262626262,0.0021041557075223566,0.12525252525252525,0.2606060606060606,Brian Banks,32,83,74,6,11,2,0,0,4,0,0,8,23,0.149,0.24100000000000002,0.17600000000000002,0.41700000000000004,13,1,1,0,0,0.0,0.14864864864864866,0.02702702702702703,0.0,0.0,0.0,0.10810810810810811,0.3108108108108108
Melvin Nieves,458,1392,1228,163,284,53,6,63,187,4,12,136,483,0.231,0.314,0.43799999999999994,0.752,538,25,17,1,10,9.0,0.23127035830618892,0.04315960912052117,0.004885993485342019,0.05130293159609121,0.0010520778537611783,0.11074918566775244,0.3933224755700326,Melvin Nieves,175,577,477,69,113,24,1,32,81,1,1,93,198,0.237,0.369,0.493,0.862,235,10,7,0,0,2.0,0.23689727463312368,0.050314465408805034,0.0020964360587002098,0.06708595387840671,0.0004299226139294927,0.1949685534591195,0.41509433962264153
Sherman Obando,177,394,355,41,85,13,0,13,49,3,0,34,100,0.239,0.31,0.386,0.696,137,3,3,0,2,1.0,0.23943661971830985,0.036619718309859155,0.0,0.036619718309859155,0.0007890583903208837,0.09577464788732394,0.28169014084507044,Sherman Obando,437,1780,1558,233,458,71,3,102,314,6,6,190,289,0.294,0.376,0.54,0.9159999999999999,841,42,22,0,10,12.0,0.2939666238767651,0.045571245186136075,0.0019255455712451862,0.06546854942233633,0.0025795356835769563,0.12195121951219512,0.18549422336328628
Nigel Wilson,22,36,35,2,3,0,0,2,5,0,0,1,21,0.086,0.111,0.257,0.368,9,0,0,0,0,0.0,0.08571428571428572,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.6,Nigel Wilson,461,1903,1678,232,444,65,1,119,337,2,4,183,446,0.265,0.34600000000000003,0.517,0.8640000000000001,868,27,32,0,10,23.0,0.26460071513706795,0.03873659117997616,0.0005959475566150178,0.07091775923718713,0.0008598452278589854,0.10905840286054827,0.265792610250298
Orlando Merced,1391,4530,3998,564,1108,229,28,103,585,57,29,487,661,0.27699999999999997,0.355,0.426,0.7809999999999999,1702,89,12,3,30,53.0,0.2771385692846423,0.05727863931965983,0.007003501750875438,0.02576288144072036,0.01499210941609679,0.12181090545272637,0.1653326663331666,Orlando Merced,23,85,80,9,18,2,1,2,15,0,0,4,14,0.225,0.259,0.35,0.609,28,0,0,0,1,0.0,0.225,0.025,0.0125,0.025,0.0,0.05,0.175
Troy Neel,230,861,758,110,212,37,0,37,120,5,9,92,177,0.28,0.36200000000000004,0.475,0.8370000000000001,360,12,7,1,3,10.0,0.2796833773087071,0.048812664907651716,0.0,0.048812664907651716,0.0013150973172014729,0.12137203166226913,0.23350923482849603,Troy Neel,614,2522,2117,301,558,98,2,136,435,4,7,354,630,0.264,0.37799999999999995,0.504,0.882,1068,44,41,0,10,21.0,0.26358053849787433,0.046291922531884744,0.000944733112895607,0.06424185167690127,0.0017196904557179708,0.16721776098252245,0.2975909305621162
Jon Nunnally,364,1048,885,162,218,47,12,42,125,19,12,146,239,0.24600000000000002,0.354,0.469,0.823,415,11,5,6,6,10.0,0.24632768361581922,0.05310734463276836,0.013559322033898305,0.04745762711864407,0.004997369805365597,0.16497175141242937,0.27005649717514124,Jon Nunnally,42,134,115,18,19,7,0,5,15,2,0,19,44,0.165,0.284,0.35700000000000004,0.64,41,3,0,0,0,1.0,0.16521739130434782,0.06086956521739131,0.0,0.043478260869565216,0.0008598452278589854,0.16521739130434782,0.3826086956521739
Andy Abad,15,25,21,1,2,0,0,0,0,0,1,4,5,0.095,0.24,0.095,0.335,2,1,0,0,0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.19047619047619047,0.23809523809523808,Andy Abad,32,102,92,7,15,1,0,4,13,0,0,9,17,0.163,0.235,0.304,0.54,28,1,0,0,1,0.0,0.16304347826086957,0.010869565217391304,0.0,0.043478260869565216,0.0,0.09782608695652174,0.18478260869565216
Phil Clark,264,588,543,62,150,30,0,17,65,4,4,27,76,0.276,0.317,0.425,0.743,231,9,9,2,7,5.0,0.27624309392265195,0.055248618784530384,0.0,0.03130755064456722,0.0010520778537611783,0.049723756906077346,0.13996316758747698,Phil Clark,470,2003,1818,239,555,116,4,93,324,5,8,140,233,0.305,0.361,0.527,0.888,958,75,28,0,17,23.0,0.30528052805280526,0.0638063806380638,0.0022002200220022,0.05115511551155116,0.0021496130696474634,0.07700770077007701,0.12816281628162815
Tony Fernandez,2158,8793,7911,1057,2276,414,92,94,844,246,138,690,784,0.28800000000000003,0.34700000000000003,0.39899999999999997,0.746,3156,161,64,67,61,48.0,0.2877006699532297,0.05233219567690557,0.011629376817090128,0.011882189356592087,0.06470278800631246,0.08722032612817596,0.09910251548476805,Tony Fernandez,103,440,370,64,121,24,1,11,74,2,4,58,47,0.327,0.418,0.486,0.905,180,10,5,0,7,9.0,0.327027027027027,0.06486486486486487,0.002702702702702703,0.02972972972972973,0.0008598452278589854,0.15675675675675677,0.12702702702702703
Reggie Jefferson,680,2306,2123,285,637,131,11,72,300,2,5,146,451,0.3,0.349,0.474,0.823,1006,63,20,4,13,25.0,0.30004710315591143,0.06170513424399435,0.0051813471502590676,0.03391427225624117,0.0005260389268805891,0.06877060763071126,0.21243523316062177,Reggie Jefferson,89,311,281,27,73,12,0,10,48,0,0,24,75,0.26,0.32299999999999995,0.409,0.732,115,13,3,1,2,0.0,0.2597864768683274,0.042704626334519574,0.0,0.03558718861209965,0.0,0.08540925266903915,0.2669039145907473
Derrick May,797,2386,2200,244,596,103,10,52,310,30,12,156,254,0.271,0.319,0.39799999999999996,0.7170000000000001,875,57,8,3,19,26.0,0.27090909090909093,0.04681818181818182,0.004545454545454545,0.023636363636363636,0.007890583903208837,0.07090909090909091,0.11545454545454545,Derrick May,298,1222,1098,129,301,65,1,59,200,2,4,103,183,0.27399999999999997,0.34299999999999997,0.496,0.8390000000000001,545,22,15,0,6,6.0,0.27413479052823314,0.05919854280510018,0.0009107468123861566,0.05373406193078324,0.0008598452278589854,0.09380692167577413,0.16666666666666666
Pedro Valdes,53,93,85,7,21,7,1,1,8,0,1,8,15,0.247,0.312,0.38799999999999996,0.7,33,1,0,0,0,0.0,0.24705882352941178,0.08235294117647059,0.011764705882352941,0.011764705882352941,0.0,0.09411764705882353,0.17647058823529413,Pedro Valdes,116,512,435,50,123,15,0,13,72,4,1,70,49,0.28300000000000003,0.381,0.40700000000000003,0.7879999999999999,177,14,2,0,5,4.0,0.2827586206896552,0.034482758620689655,0.0,0.029885057471264367,0.0017196904557179708,0.16091954022988506,0.11264367816091954
Joe Vitiello,282,791,693,76,172,35,1,26,104,2,0,80,165,0.248,0.335,0.414,0.7490000000000001,287,22,13,0,5,3.0,0.2481962481962482,0.050505050505050504,0.001443001443001443,0.03751803751803752,0.0005260389268805891,0.11544011544011544,0.23809523809523808,Joe Vitiello,126,462,407,52,112,21,0,22,83,0,0,36,125,0.275,0.35100000000000003,0.489,0.84,199,8,14,0,5,2.0,0.2751842751842752,0.051597051597051594,0.0,0.05405405405405406,0.0,0.08845208845208845,0.3071253071253071
Shawn Gilbert,51,51,47,9,7,1,0,2,4,2,0,3,17,0.149,0.2,0.298,0.498,14,0,0,1,0,0.0,0.14893617021276595,0.02127659574468085,0.0,0.0425531914893617,0.0005260389268805891,0.06382978723404255,0.3617021276595745,Shawn Gilbert,76,292,255,32,68,18,1,6,24,3,1,28,64,0.267,0.34700000000000003,0.41600000000000004,0.763,106,7,5,1,3,0.0,0.26666666666666666,0.07058823529411765,0.00392156862745098,0.023529411764705882,0.0012897678417884782,0.10980392156862745,0.25098039215686274
Alex Cabrera,31,87,80,10,21,2,1,5,14,0,0,4,21,0.263,0.299,0.5,0.799,40,3,1,0,2,0.0,0.2625,0.025,0.0125,0.0625,0.0,0.05,0.2625,Alex Cabrera,1239,5257,4510,753,1368,221,6,357,949,14,16,667,1143,0.303,0.39799999999999996,0.5920000000000001,0.99,2672,106,57,0,23,95.0,0.3033259423503326,0.04900221729490022,0.0013303769401330377,0.07915742793791575,0.0060189165950128975,0.14789356984478935,0.25343680709534366
Scott McClain,44,88,78,11,15,2,0,2,8,0,1,9,18,0.192,0.284,0.295,0.579,23,1,1,0,0,0.0,0.19230769230769232,0.02564102564102564,0.0,0.02564102564102564,0.0,0.11538461538461539,0.23076923076923078,Scott McClain,434,1654,1439,191,340,70,0,89,223,6,9,201,391,0.23600000000000002,0.331,0.47,0.802,677,30,7,0,7,14.0,0.23627519110493397,0.048644892286309936,0.0,0.06184850590687978,0.0025795356835769563,0.13968033356497567,0.2717164697706741
Morgan Burkhart,42,145,121,20,30,4,0,5,23,0,0,19,38,0.248,0.366,0.405,0.77,49,2,4,0,1,1.0,0.24793388429752067,0.03305785123966942,0.0,0.04132231404958678,0.0,0.15702479338842976,0.3140495867768595,Morgan Burkhart,42,140,126,14,27,1,0,9,18,0,0,9,40,0.214,0.293,0.43700000000000006,0.7290000000000001,55,3,5,0,0,1.0,0.21428571428571427,0.007936507936507936,0.0,0.07142857142857142,0.0,0.07142857142857142,0.31746031746031744
D.T. Cromer,85,114,104,14,32,7,0,7,20,0,0,4,33,0.308,0.327,0.5770000000000001,0.904,60,0,1,1,4,1.0,0.3076923076923077,0.0673076923076923,0.0,0.0673076923076923,0.0,0.038461538461538464,0.3173076923076923,D.T. Cromer,181,723,662,69,154,32,4,27,79,6,8,51,201,0.233,0.293,0.415,0.7090000000000001,275,7,7,0,3,2.0,0.2326283987915408,0.04833836858006042,0.006042296072507553,0.04078549848942598,0.0025795356835769563,0.0770392749244713,0.30362537764350456
Fernando Seguignol,178,402,366,42,91,23,0,17,40,0,1,20,114,0.249,0.303,0.451,0.754,165,11,11,0,5,2.0,0.24863387978142076,0.06284153005464481,0.0,0.04644808743169399,0.0,0.0546448087431694,0.3114754098360656,Fernando Seguignol,767,3042,2656,369,724,138,0,172,483,3,2,313,738,0.273,0.36,0.519,0.879,1378,72,59,0,14,34.0,0.27259036144578314,0.051957831325301206,0.0,0.06475903614457831,0.0012897678417884782,0.11784638554216867,0.27786144578313254
Scott Sheldon,141,310,285,34,67,16,0,8,33,1,1,15,84,0.235,0.275,0.375,0.65,107,5,2,4,4,0.0,0.23508771929824562,0.056140350877192984,0.0,0.028070175438596492,0.0002630194634402946,0.05263157894736842,0.29473684210526313,Scott Sheldon,189,751,683,92,174,37,1,34,83,8,5,55,220,0.255,0.317,0.461,0.778,315,15,8,3,2,5.0,0.2547584187408492,0.05417276720351391,0.0014641288433382138,0.04978038067349927,0.0034393809114359416,0.08052708638360176,0.32210834553440704
Rick Short,11,17,15,4,6,2,0,2,4,0,0,1,1,0.4,0.47100000000000003,0.9329999999999999,1.4040000000000001,14,0,1,0,0,0.0,0.4,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,Rick Short,546,2134,1966,200,617,128,2,35,229,18,12,128,230,0.314,0.361,0.434,0.795,854,71,23,6,11,7.0,0.3138351983723296,0.06510681586978637,0.001017293997965412,0.01780264496439471,0.007738607050730868,0.06510681586978637,0.11698880976602238
Bry Nelson,25,39,34,6,9,3,0,0,2,1,1,4,1,0.265,0.342,0.353,0.695,12,1,0,1,0,0.0,0.2647058823529412,0.08823529411764706,0.0,0.0,0.0002630194634402946,0.11764705882352941,0.029411764705882353,Bry Nelson,54,176,167,18,38,7,0,3,17,2,2,7,29,0.228,0.256,0.32299999999999995,0.579,54,8,0,0,2,0.0,0.2275449101796407,0.041916167664670656,0.0,0.017964071856287425,0.0008598452278589854,0.041916167664670656,0.17365269461077845
Julio Zuleta,79,191,174,24,43,11,0,9,36,0,2,10,51,0.247,0.309,0.466,0.774,81,5,6,0,1,1.0,0.2471264367816092,0.06321839080459771,0.0,0.05172413793103448,0.0,0.05747126436781609,0.29310344827586204,Julio Zuleta,604,2439,2114,289,590,99,3,145,417,5,7,232,574,0.27899999999999997,0.365,0.535,0.9,1130,81,69,0,24,22.0,0.27909176915799433,0.04683065279091769,0.0014191106906338694,0.06859035004730368,0.0021496130696474634,0.1097445600756859,0.271523178807947
Angel Echevarria,328,606,543,70,152,32,0,21,90,1,4,46,104,0.28,0.34299999999999997,0.455,0.7979999999999999,247,22,10,0,7,0.0,0.27992633517495397,0.058931860036832415,0.0,0.03867403314917127,0.0002630194634402946,0.0847145488029466,0.19152854511970535,Angel Echevarria,204,834,735,108,197,40,0,47,138,2,4,67,184,0.268,0.35,0.514,0.8640000000000001,378,27,28,0,4,5.0,0.2680272108843537,0.05442176870748299,0.0,0.06394557823129252,0.0008598452278589854,0.09115646258503401,0.2503401360544218
Roosevelt Brown,228,491,442,44,111,32,2,11,69,3,3,36,98,0.251,0.311,0.40700000000000003,0.7190000000000001,180,9,5,3,5,0.0,0.251131221719457,0.07239819004524888,0.004524886877828055,0.024886877828054297,0.0007890583903208837,0.08144796380090498,0.22171945701357465,Roosevelt Brown,221,952,817,117,238,51,0,43,163,21,14,113,150,0.29100000000000004,0.384,0.512,0.8959999999999999,418,26,15,0,7,7.0,0.2913096695226438,0.06242350061199511,0.0,0.05263157894736842,0.009028374892519347,0.1383108935128519,0.1835985312117503
Jose Ortiz,136,498,449,68,109,15,2,14,51,6,1,35,74,0.243,0.305,0.379,0.684,170,12,7,3,4,0.0,0.24276169265033407,0.0334075723830735,0.004454342984409799,0.031180400890868598,0.0015781167806417674,0.0779510022271715,0.16481069042316257,Jose Ortiz,821,3133,2845,379,772,161,5,135,433,14,15,231,561,0.271,0.32899999999999996,0.474,0.8029999999999999,1348,70,27,4,26,13.0,0.27135325131810195,0.05659050966608084,0.0017574692442882249,0.04745166959578207,0.0060189165950128975,0.08119507908611599,0.19718804920913885
Benny Agbayani,383,1254,1091,145,299,57,6,39,156,16,16,139,246,0.27399999999999997,0.36200000000000004,0.445,0.8059999999999999,485,31,15,1,8,7.0,0.27406049495875345,0.05224564619615032,0.005499541704857928,0.035747021081576534,0.004208311415044713,0.12740604949587533,0.22548120989917506,Benny Agbayani,660,2511,2166,300,613,118,6,90,360,23,13,308,396,0.28300000000000003,0.374,0.46799999999999997,0.8420000000000001,1013,70,19,0,18,14.0,0.2830101569713758,0.05447830101569714,0.002770083102493075,0.04155124653739612,0.009888220120378332,0.14219759926131118,0.18282548476454294
Matt Franco,661,1113,977,110,261,43,6,22,117,2,2,124,158,0.267,0.349,0.391,0.74,382,34,2,3,7,18.0,0.2671443193449335,0.044012282497441144,0.006141248720573183,0.022517911975435005,0.0005260389268805891,0.1269191402251791,0.1617195496417605,Matt Franco,350,1321,1177,176,333,71,2,44,163,4,5,131,205,0.28300000000000003,0.35600000000000004,0.45899999999999996,0.815,540,27,5,3,5,3.0,0.2829226847918437,0.06032285471537808,0.0016992353440951572,0.037383177570093455,0.0017196904557179708,0.11129991503823279,0.17417162276975362
Larry Barnes,46,80,78,4,12,2,0,1,4,0,0,2,18,0.154,0.175,0.218,0.39299999999999996,17,1,0,0,0,0.0,0.15384615384615385,0.02564102564102564,0.0,0.01282051282051282,0.0,0.02564102564102564,0.23076923076923078,Larry Barnes,34,117,107,18,27,3,1,4,19,1,0,9,32,0.252,0.316,0.41100000000000003,0.727,44,2,1,0,0,2.0,0.2523364485981308,0.028037383177570093,0.009345794392523364,0.037383177570093455,0.0004299226139294927,0.08411214953271028,0.29906542056074764
Mario Valdez,91,216,181,18,43,8,0,2,21,1,0,29,60,0.23800000000000002,0.35200000000000004,0.315,0.667,57,3,4,0,2,1.0,0.23756906077348067,0.04419889502762431,0.0,0.011049723756906077,0.0002630194634402946,0.16022099447513813,0.3314917127071823,Mario Valdez,36,148,127,21,27,9,0,9,29,0,0,18,41,0.213,0.324,0.496,0.82,63,1,3,0,0,1.0,0.2125984251968504,0.07086614173228346,0.0,0.07086614173228346,0.0,0.14173228346456693,0.3228346456692913
Jose Fernandez,21,52,49,1,7,3,0,0,1,0,1,3,17,0.14300000000000002,0.192,0.204,0.396,10,1,0,0,0,0.0,0.14285714285714285,0.061224489795918366,0.0,0.0,0.0,0.061224489795918366,0.3469387755102041,Jose Fernandez,1253,5091,4566,589,1286,241,5,206,772,39,23,443,822,0.282,0.348,0.47200000000000003,0.82,2155,140,41,0,41,24.0,0.28164695575996496,0.0527814279456855,0.0010950503723171265,0.045116075339465614,0.016766981943250214,0.09702146298729741,0.1800262812089356
Tony Batista,1309,4959,4568,625,1146,226,17,221,718,47,26,287,790,0.251,0.299,0.45299999999999996,0.752,2069,109,47,10,47,27.0,0.2508756567425569,0.04947460595446585,0.0037215411558669,0.048380035026269703,0.012361914781693845,0.06282837127845885,0.17294220665499124,Tony Batista,135,591,559,78,147,29,1,27,90,3,2,23,115,0.263,0.294,0.46299999999999997,0.758,259,14,4,0,5,0.0,0.2629695885509839,0.0518783542039356,0.0017889087656529517,0.04830053667262969,0.0012897678417884782,0.04114490161001789,0.20572450805008943
Jolbert Cabrera,609,1531,1406,189,362,79,9,18,157,38,16,73,241,0.257,0.306,0.365,0.67,513,35,30,9,13,5.0,0.2574679943100996,0.0561877667140825,0.006401137980085348,0.012802275960170697,0.009994739610731194,0.051920341394025606,0.17140825035561877,Jolbert Cabrera,221,880,796,94,224,44,2,16,108,9,8,65,130,0.281,0.33899999999999997,0.402,0.741,320,28,9,2,8,6.0,0.2814070351758794,0.05527638190954774,0.002512562814070352,0.020100502512562814,0.003869303525365434,0.08165829145728644,0.16331658291457288
Eric Almonte,55,144,133,18,31,7,0,2,14,3,0,8,29,0.233,0.282,0.331,0.613,44,5,1,2,0,0.0,0.23308270676691728,0.05263157894736842,0.0,0.015037593984962405,0.0007890583903208837,0.06015037593984962,0.21804511278195488,Eric Almonte,34,107,88,14,17,2,0,3,8,2,1,17,27,0.193,0.33,0.318,0.648,28,2,1,1,0,0.0,0.19318181818181818,0.022727272727272728,0.0,0.03409090909090909,0.0008598452278589854,0.19318181818181818,0.3068181818181818
Cliff Brumbaugh,21,49,46,6,10,2,0,1,4,0,1,3,14,0.217,0.265,0.326,0.591,15,3,0,0,0,0.0,0.21739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.0,0.06521739130434782,0.30434782608695654,Cliff Brumbaugh,171,631,569,63,145,23,0,24,69,1,0,56,128,0.255,0.32,0.42200000000000004,0.742,240,19,1,0,5,1.0,0.2548330404217926,0.040421792618629174,0.0,0.0421792618629174,0.0004299226139294927,0.0984182776801406,0.22495606326889278
Karim Garcia,488,1560,1463,180,352,44,13,66,212,10,13,81,330,0.24100000000000002,0.27899999999999997,0.424,0.703,620,31,2,0,14,6.0,0.24060150375939848,0.03007518796992481,0.00888585099111415,0.045112781954887216,0.0026301946344029457,0.05536568694463431,0.22556390977443608,Karim Garcia,191,715,663,96,186,24,2,34,97,3,4,47,151,0.281,0.327,0.47700000000000004,0.804,316,15,1,0,4,6.0,0.28054298642533937,0.03619909502262444,0.0030165912518853697,0.05128205128205128,0.0012897678417884782,0.07088989441930618,0.2277526395173454
Randall Simon,537,1717,1609,172,455,71,3,49,237,2,4,82,148,0.28300000000000003,0.32,0.42200000000000004,0.742,679,48,12,1,13,20.0,0.28278433809819764,0.044126786824114354,0.0018645121193287756,0.030453697949036667,0.0005260389268805891,0.0509633312616532,0.09198259788688626,Randall Simon,16,52,47,3,10,0,0,0,2,0,0,5,8,0.213,0.28800000000000003,0.213,0.501,10,1,0,0,0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.10638297872340426,0.1702127659574468
Damon Minor,136,334,285,35,66,9,0,13,39,0,0,41,61,0.23199999999999998,0.33799999999999997,0.4,0.738,114,11,6,0,2,7.0,0.23157894736842105,0.031578947368421054,0.0,0.0456140350877193,0.0,0.14385964912280702,0.21403508771929824,Damon Minor,6,21,20,2,4,1,0,0,2,0,0,1,7,0.2,0.23800000000000002,0.25,0.488,5,0,0,0,0,0.0,0.2,0.05,0.0,0.0,0.0,0.05,0.35
Andy Tracy,149,314,277,35,64,10,2,13,43,1,0,30,99,0.231,0.306,0.42200000000000004,0.728,117,4,2,0,5,1.0,0.23104693140794225,0.036101083032490974,0.007220216606498195,0.04693140794223827,0.0002630194634402946,0.10830324909747292,0.3574007220216607,Andy Tracy,63,201,172,22,36,6,1,6,15,0,1,28,62,0.209,0.32299999999999995,0.36,0.684,62,3,1,0,0,0.0,0.20930232558139536,0.03488372093023256,0.005813953488372093,0.03488372093023256,0.0,0.16279069767441862,0.36046511627906974
Val Pascucci,42,85,73,7,14,1,0,3,8,1,0,10,25,0.192,0.294,0.32899999999999996,0.623,24,3,1,0,1,1.0,0.1917808219178082,0.0136986301369863,0.0,0.0410958904109589,0.0002630194634402946,0.136986301369863,0.3424657534246575,Val Pascucci,102,358,305,47,74,12,1,21,52,1,2,49,115,0.243,0.35200000000000004,0.495,0.847,151,3,3,0,1,1.0,0.24262295081967214,0.03934426229508197,0.003278688524590164,0.06885245901639345,0.0004299226139294927,0.16065573770491803,0.3770491803278688
Jose Macias,659,1789,1646,201,422,77,17,26,173,43,21,93,243,0.256,0.298,0.371,0.669,611,29,10,28,12,1.0,0.25637910085054677,0.04678007290400972,0.010328068043742407,0.015795868772782502,0.011309836927932667,0.056500607533414335,0.14763061968408261,Jose Macias,73,249,227,24,52,15,1,3,21,3,2,11,35,0.22899999999999998,0.264,0.344,0.608,78,7,1,7,3,0.0,0.2290748898678414,0.06607929515418502,0.004405286343612335,0.013215859030837005,0.0012897678417884782,0.048458149779735685,0.15418502202643172
Jason Grabowski,190,335,301,35,59,8,1,11,33,1,0,33,85,0.196,0.275,0.33899999999999997,0.613,102,8,0,0,1,1.0,0.19601328903654486,0.026578073089700997,0.0033222591362126247,0.036544850498338874,0.0002630194634402946,0.10963455149501661,0.2823920265780731,Jason Grabowski,39,108,89,10,13,4,0,4,7,0,0,18,30,0.146,0.29600000000000004,0.326,0.622,29,3,1,0,0,0.0,0.14606741573033707,0.0449438202247191,0.0,0.0449438202247191,0.0,0.20224719101123595,0.33707865168539325
Jeff Liefer,288,844,779,89,179,36,1,31,113,2,2,56,223,0.23,0.281,0.39799999999999996,0.679,310,17,2,1,6,4.0,0.22978177150192555,0.04621309370988447,0.0012836970474967907,0.03979460847240052,0.0005260389268805891,0.07188703465982028,0.2862644415917843,Jeff Liefer,96,308,281,43,72,18,1,21,60,1,1,24,77,0.256,0.321,0.552,0.873,155,4,3,0,0,2.0,0.25622775800711745,0.06405693950177936,0.0035587188612099642,0.07473309608540925,0.0004299226139294927,0.08540925266903915,0.27402135231316727
Eric Valent,205,450,406,50,95,20,2,13,37,0,1,41,101,0.23399999999999999,0.307,0.389,0.696,158,11,2,0,1,7.0,0.23399014778325122,0.04926108374384237,0.0049261083743842365,0.03201970443349754,0.0,0.10098522167487685,0.24876847290640394,Eric Valent,24,82,74,8,14,2,0,1,5,1,0,5,22,0.18899999999999997,0.259,0.257,0.516,19,2,2,1,0,0.0,0.1891891891891892,0.02702702702702703,0.0,0.013513513513513514,0.0004299226139294927,0.06756756756756757,0.2972972972972973
Matt Watson,46,108,101,6,19,7,0,1,11,0,0,6,14,0.188,0.23399999999999999,0.287,0.521,29,2,0,1,0,0.0,0.18811881188118812,0.06930693069306931,0.0,0.009900990099009901,0.0,0.0594059405940594,0.13861386138613863,Matt Watson,115,363,324,26,79,19,0,9,33,2,1,37,62,0.244,0.322,0.386,0.708,125,13,1,0,1,1.0,0.24382716049382716,0.05864197530864197,0.0,0.027777777777777776,0.0008598452278589854,0.11419753086419752,0.19135802469135801
Brian Buchanan,346,857,767,105,198,37,3,32,103,9,7,73,210,0.258,0.32799999999999996,0.439,0.767,337,21,10,0,7,3.0,0.258148631029987,0.048239895697522815,0.003911342894393742,0.041720990873533245,0.002367175170962651,0.09517601043024772,0.2737940026075619,Brian Buchanan,99,307,288,25,82,19,0,11,48,1,1,13,82,0.285,0.326,0.465,0.7909999999999999,134,8,5,0,1,0.0,0.2847222222222222,0.06597222222222222,0.0,0.03819444444444445,0.0004299226139294927,0.04513888888888889,0.2847222222222222
Adam Hyzdu,221,407,358,54,82,18,0,19,61,1,1,41,98,0.22899999999999998,0.31,0.439,0.7490000000000001,157,5,3,1,4,0.0,0.22905027932960895,0.05027932960893855,0.0,0.05307262569832402,0.0002630194634402946,0.11452513966480447,0.2737430167597765,Adam Hyzdu,47,149,136,13,37,8,0,7,14,0,0,11,33,0.272,0.324,0.485,0.81,66,2,0,1,1,0.0,0.27205882352941174,0.058823529411764705,0.0,0.051470588235294115,0.0,0.08088235294117647,0.2426470588235294
Mitch Jones,8,15,13,1,4,1,0,0,0,0,0,0,6,0.308,0.4,0.385,0.785,5,0,2,0,0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.46153846153846156,Mitch Jones,38,129,121,5,18,7,1,1,7,1,0,4,42,0.149,0.188,0.248,0.435,30,2,2,1,1,0.0,0.1487603305785124,0.05785123966942149,0.008264462809917356,0.008264462809917356,0.0004299226139294927,0.03305785123966942,0.34710743801652894
Chad Allen,267,928,851,102,229,44,8,14,84,15,13,63,173,0.26899999999999996,0.321,0.389,0.71,331,23,4,5,5,2.0,0.2690951821386604,0.05170387779083431,0.009400705052878966,0.01645123384253819,0.003945291951604419,0.07403055229142186,0.20329024676850763,Chad Allen,78,300,290,28,83,14,1,4,34,2,1,8,54,0.28600000000000003,0.303,0.38299999999999995,0.6859999999999999,111,10,0,0,2,0.0,0.28620689655172415,0.04827586206896552,0.0034482758620689655,0.013793103448275862,0.0008598452278589854,0.027586206896551724,0.18620689655172415
